Datum,Workout-Name,Dauer,Name der Übung,Reihenfolge festlegen,Gewicht,Wiederh.,Entfernung,Sekunden,Notizen,Workout-Notizen,RPE
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Reverse Fly (Machine)",4,45.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Leg Press",1,103.0,6,0,0,"",,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Leg Press",2,203.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Leg Press",3,203.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Leg Press",4,203.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Romanian Deadlift (Barbell)",1,20.0,6,0,0,"",,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Romanian Deadlift (Barbell)",2,50.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Romanian Deadlift (Barbell)",3,50.0,6,0,0,,,
2020-08-26 15:20:00,"Ganzkörper 2",1h 32min,"Romanian Deadlift (Barbell)",4,50.0,6,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Pull Up (Assisted)",1,30.0,6,0,0,"","",
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Pull Up (Assisted)",2,12.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Pull Up (Assisted)",3,12.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Pull Up (Assisted)",4,12.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Bench Press (Barbell)",3,50.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Bench Press (Barbell)",4,50.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Seated Row (Cable)",1,10.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Seated Row (Cable)",2,17.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Seated Row (Cable)",3,30.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Seated Row (Cable)",4,30.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Chest Fly",1,35.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Chest Fly",2,55.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Chest Fly",3,55.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Chest Fly",4,55.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lateral Raise (Dumbbell)",1,6.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lateral Raise (Dumbbell)",2,8.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lateral Raise (Dumbbell)",3,8.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lateral Raise (Dumbbell)",4,8.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Reverse Fly (Machine)",1,25.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Reverse Fly (Machine)",2,42.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Reverse Fly (Machine)",3,42.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Reverse Fly (Machine)",4,42.5,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Squat (Barbell)",1,40.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Squat (Barbell)",2,70.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Squat (Barbell)",3,70.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Squat (Barbell)",4,70.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lying Leg Curl (Machine)",1,20.0,6,0,0,"",,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lying Leg Curl (Machine)",2,35.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lying Leg Curl (Machine)",3,35.0,8,0,0,,,
2020-08-29 14:09:01,"Ganzkörper 1",1h 26min,"Lying Leg Curl (Machine)",4,35.0,8,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Pull Up (Assisted)",1,20.0,6,0,0,"","",
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Pull Up (Assisted)",2,0.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Pull Up (Assisted)",3,0.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Pull Up (Assisted)",4,0.0,5,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Bench Press (Barbell)",2,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Bench Press (Barbell)",3,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Bench Press (Barbell)",4,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Seated Row (Cable)",1,20.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Seated Row (Cable)",2,35.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Seated Row (Cable)",3,35.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Seated Row (Cable)",4,30.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Chest Fly",1,35.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Chest Fly",2,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Chest Fly",3,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Chest Fly",4,57.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lateral Raise (Dumbbell)",1,6.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lateral Raise (Dumbbell)",2,9.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lateral Raise (Dumbbell)",3,9.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lateral Raise (Dumbbell)",4,9.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Reverse Fly (Machine)",1,25.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Reverse Fly (Machine)",2,47.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Reverse Fly (Machine)",3,55.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Reverse Fly (Machine)",4,47.5,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Squat (Barbell)",1,50.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Squat (Barbell)",2,75.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Squat (Barbell)",3,75.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Squat (Barbell)",4,75.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lying Leg Curl (Machine)",1,20.0,6,0,0,"",,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lying Leg Curl (Machine)",2,35.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lying Leg Curl (Machine)",3,35.0,6,0,0,,,
2020-09-01 17:56:38,"Ganzkörper 1",1h 36min,"Lying Leg Curl (Machine)",4,35.0,6,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Lat Pulldown (Cable)",1,17.5,6,0,0,"Andere Übersetzung","",
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Lat Pulldown (Cable)",2,70.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Lat Pulldown (Cable)",3,60.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Lat Pulldown (Cable)",4,60.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Incline Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Incline Bench Press (Barbell)",2,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Incline Bench Press (Barbell)",3,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Incline Bench Press (Barbell)",4,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Seated Wide-Grip Row (Cable)",1,27.5,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Seated Wide-Grip Row (Cable)",2,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Seated Wide-Grip Row (Cable)",3,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Seated Wide-Grip Row (Cable)",4,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Chest Fly",1,35.0,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Chest Fly",2,60.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Chest Fly",3,60.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Chest Fly",4,60.0,7,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Overhead Press (Dumbbell)",1,7.0,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Overhead Press (Dumbbell)",2,10.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Overhead Press (Dumbbell)",3,10.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Overhead Press (Dumbbell)",4,10.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Reverse Fly (Machine)",1,37.5,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Reverse Fly (Machine)",2,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Reverse Fly (Machine)",3,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Reverse Fly (Machine)",4,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Romanian Deadlift (Barbell)",1,20.0,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Romanian Deadlift (Barbell)",2,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Romanian Deadlift (Barbell)",3,50.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Romanian Deadlift (Barbell)",4,60.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Leg Press",1,53.0,6,0,0,"",,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Leg Press",2,203.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Leg Press",3,173.0,8,0,0,,,
2020-09-04 17:58:42,"Ganzkörper 2",1h 46min,"Leg Press",4,173.0,8,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Pull Up (Assisted)",1,27.5,6,0,0,"","Übelkeitsgefühl ab Übung 4 (Chest Fly), Squat wurde ausgelassen",
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Pull Up (Assisted)",2,17.5,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Pull Up (Assisted)",3,17.5,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Pull Up (Assisted)",4,17.5,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Bench Press (Barbell)",2,50.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Bench Press (Barbell)",3,55.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Bench Press (Barbell)",4,55.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Seated Row (Cable)",1,20.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Seated Row (Cable)",2,30.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Seated Row (Cable)",3,30.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Seated Row (Cable)",4,25.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Chest Fly",1,35.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Chest Fly",2,57.5,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Chest Fly",3,57.5,6,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Chest Fly",4,50.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lateral Raise (Dumbbell)",1,6.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lateral Raise (Dumbbell)",2,8.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lateral Raise (Dumbbell)",3,8.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lateral Raise (Dumbbell)",4,8.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Reverse Fly (Machine)",1,25.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Reverse Fly (Machine)",2,47.5,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Reverse Fly (Machine)",3,45.0,9,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Reverse Fly (Machine)",4,40.0,9,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lying Leg Curl (Machine)",1,20.0,6,0,0,"",,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lying Leg Curl (Machine)",2,30.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lying Leg Curl (Machine)",3,30.0,10,0,0,,,
2020-09-06 09:24:03,"Ganzkörper 1",1h 16min,"Lying Leg Curl (Machine)",4,30.0,10,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Lat Pulldown (Cable)",1,35.0,6,0,0,"Andere Übersetzung","",
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Lat Pulldown (Cable)",2,80.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Lat Pulldown (Cable)",3,80.0,5,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Lat Pulldown (Cable)",4,70.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Seated Wide-Grip Row (Cable)",1,35.0,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Seated Wide-Grip Row (Cable)",2,60.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Seated Wide-Grip Row (Cable)",3,60.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Seated Wide-Grip Row (Cable)",4,60.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Incline Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Incline Bench Press (Barbell)",2,55.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Incline Bench Press (Barbell)",3,55.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Incline Bench Press (Barbell)",4,55.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Overhead Press (Dumbbell)",1,7.0,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Overhead Press (Dumbbell)",2,10.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Overhead Press (Dumbbell)",3,10.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Overhead Press (Dumbbell)",4,10.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Chest Fly",1,35.0,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Chest Fly",2,62.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Chest Fly",3,62.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Chest Fly",4,62.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Reverse Fly (Machine)",1,27.5,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Reverse Fly (Machine)",2,57.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Reverse Fly (Machine)",3,57.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Reverse Fly (Machine)",4,57.5,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Romanian Deadlift (Barbell)",1,20.0,6,0,0,"",,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Romanian Deadlift (Barbell)",2,60.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Romanian Deadlift (Barbell)",3,60.0,6,0,0,,,
2020-09-08 17:47:44,"Ganzkörper 2",1h 7min,"Romanian Deadlift (Barbell)",4,60.0,6,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Pull Up (Assisted)",1,25.0,6,0,0,"","",
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Pull Up (Assisted)",2,15.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Pull Up (Assisted)",3,15.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Pull Up (Assisted)",4,15.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Bench Press (Barbell)",2,60.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Bench Press (Barbell)",3,60.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Bench Press (Barbell)",4,55.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Seated Row (Cable)",1,17.5,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Seated Row (Cable)",2,30.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Seated Row (Cable)",3,30.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Seated Row (Cable)",4,30.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Chest Fly",1,27.5,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Chest Fly",2,62.5,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Chest Fly",3,62.5,7,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Chest Fly",4,57.5,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lateral Raise (Dumbbell)",1,6.0,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lateral Raise (Dumbbell)",2,9.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lateral Raise (Dumbbell)",3,9.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lateral Raise (Dumbbell)",4,9.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Reverse Fly (Machine)",1,27.5,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Reverse Fly (Machine)",2,55.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Reverse Fly (Machine)",3,55.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Reverse Fly (Machine)",4,55.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Squat (Barbell)",1,20.0,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Squat (Barbell)",2,70.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Squat (Barbell)",3,70.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Squat (Barbell)",4,70.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lying Leg Curl (Machine)",1,20.0,6,0,0,"",,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lying Leg Curl (Machine)",2,30.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lying Leg Curl (Machine)",3,30.0,8,0,0,,,
2020-09-11 14:36:01,"Ganzkörper 1",1h 28min,"Lying Leg Curl (Machine)",4,30.0,8,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Lat Pulldown (Cable)",1,35.0,10,0,0,"Andere Übersetzung","",
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Lat Pulldown (Cable)",2,60.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Lat Pulldown (Cable)",3,60.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Lat Pulldown (Cable)",4,60.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Incline Bench Press (Barbell)",1,20.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Incline Bench Press (Barbell)",2,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Incline Bench Press (Barbell)",3,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Incline Bench Press (Barbell)",4,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Seated Wide-Grip Row (Cable)",1,35.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Seated Wide-Grip Row (Cable)",2,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Seated Wide-Grip Row (Cable)",3,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Seated Wide-Grip Row (Cable)",4,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Chest Fly",1,35.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Chest Fly",2,57.5,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Chest Fly",3,57.5,8,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Chest Fly",4,52.5,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Reverse Fly (Machine)",1,35.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Reverse Fly (Machine)",2,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Reverse Fly (Machine)",3,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Reverse Fly (Machine)",4,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Overhead Press (Dumbbell)",1,6.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Overhead Press (Dumbbell)",2,10.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Overhead Press (Dumbbell)",3,10.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Overhead Press (Dumbbell)",4,9.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Romanian Deadlift (Barbell)",1,20.0,6,0,0,"",,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Romanian Deadlift (Barbell)",2,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Romanian Deadlift (Barbell)",3,50.0,10,0,0,,,
2020-09-15 17:42:35,"Ganzkörper 2",1h 29min,"Romanian Deadlift (Barbell)",4,50.0,10,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Lat Pulldown (Cable)",1,17.5,6,0,0,"Andere Übersetzung","",
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Lat Pulldown (Cable)",2,70.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Lat Pulldown (Cable)",3,70.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Lat Pulldown (Cable)",4,70.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Incline Bench Press (Barbell)",1,55.0,8,0,0,"",,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Incline Bench Press (Barbell)",2,55.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Incline Bench Press (Barbell)",3,50.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Seated Wide-Grip Row (Cable)",1,60.0,8,0,0,"",,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Seated Wide-Grip Row (Cable)",2,60.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Seated Wide-Grip Row (Cable)",3,60.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Leg Press",1,53.0,6,0,0,"",,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Leg Press",2,173.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Leg Press",3,173.0,8,0,0,,,
2020-09-20 15:53:39,"Ganzkörper 2",59min,"Leg Press",4,173.0,8,0,0,,,
